source_id,agency_id,resolution,state,agency_raw,field,value,value_date,as_of,evidence
ice_archive_index,NJ-monmouth-county-sheriff-office,canonical,New Jersey,Monmouth County Sheriff's Office,signed,2009-10-15,2009-10-15,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row72
ice_archive_index,NJ-monmouth-county-sheriff-office,canonical,New Jersey,Monmouth County Sheriff's Office (Addendum),moa_file,287gJEM_MonmouthCoNj2016-06-08.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row73
ice_archive_index,NJ-monmouth-county-sheriff-office,canonical,New Jersey,Monmouth County Sheriff's Office (Addendum),signed,2019-03-08,2019-03-08,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row73
ice_archive_index,,unresolved_absent,New Jersey,"Morristown, NJ",moa_file,287gmorristownnj.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row74
ice_archive_index,NM-department-of-correction,canonical,New Mexico,New Mexico Corrections Department,moa_file,stateofnewmexicocorrectionsdepartment.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row75
ice_archive_index,NY-rensselaer-county-sheriff-office,canonical,New York,Rensselaer County Sheriff's Office,moa_file,287gJEM_RensselaerCoNy2018-02-09.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row76
ice_archive_index,NY-rensselaer-county-sheriff-office,canonical,New York,Rensselaer County Sheriff's Office,signed,2018-02-09,2018-02-09,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row76
ice_archive_index,NC-alamance-county-sheriff-office,canonical,North Carolina,Alamance County Sheriff's Office,moa_file,sheriffsofficeofalamancecounty.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row77
ice_archive_index,NC-brunswick-county-sheriff-office,canonical,North Carolina,Brunswick County Sheriff's Office,moa_file,287gJEM_BrunswickCoNC_06-08-2020.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row78
ice_archive_index,NC-brunswick-county-sheriff-office,canonical,North Carolina,Brunswick County Sheriff's Office,signed,2020-06-08,2020-06-08,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row78
ice_archive_index,NC-cabarrus-county-sheriff-office,canonical,North Carolina,Cabarrus County Sheriff's Office,moa_file,r_287gcabarrus.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row80
ice_archive_index,NC-cabarrus-county-sheriff-office,canonical,North Carolina,Cabarrus County Sheriff's Office,signed,2016-06-28,2016-06-28,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row80
ice_archive_index,NC-cabarrus-county-sheriff-office,alias,North Carolina,Cabbarus County Sheriff's Office,moa_file,cabbaruscountysheriffsoffice.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row79
ice_archive_index,NC-cabarrus-county-sheriff-office,alias,North Carolina,Cabbarus County Sheriff's Office,signed,2007-07-10,2007-07-10,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row79
ice_archive_index,NC-durham-police-department,canonical,North Carolina,Durham Police Department,moa_file,durhampolicedepartment.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row81
ice_archive_index,NC-gaston-county-sheriff-office,canonical,North Carolina,Gaston County Sheriff's Office,moa_file,gastoncountysheriffsoffice.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row82
ice_archive_index,NC-mecklenburg-county-sheriff-office,canonical,North Carolina,Mecklenburg County Sheriff's Office,moa_file,mecklenburgcountysheriffsoffice.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row83
ice_archive_index,NC-nash-county-sheriff-office,canonical,North Carolina,Nash County Sheriff's Office,moa_file,287gJEM_NashCoNc2018-02-02.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row84
ice_archive_index,NC-nash-county-sheriff-office,canonical,North Carolina,Nash County Sheriff's Office,signed,2018-02-02,2018-02-02,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row84
ice_archive_index,OH-butler-county-sheriff-office,canonical,Ohio,Butler County Sheriff's Office,moa_file,butlercountysheriffsoffice.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row85
ice_archive_index,OH-butler-county-sheriff-office,canonical,Ohio,Butler County Sheriff's Office,moa_file,r_287gbutlercounty.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row86
ice_archive_index,OH-butler-county-sheriff-office,canonical,Ohio,Butler County Sheriff's Office,moa_file,287gJEM_ButlerCoOH_06-09-2020.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row87
ice_archive_index,OH-butler-county-sheriff-office,canonical,Ohio,Butler County Sheriff's Office,signed,2008-02-05,2008-02-05,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row85
ice_archive_index,OH-butler-county-sheriff-office,canonical,Ohio,Butler County Sheriff's Office,signed,2016-09-30,2016-09-30,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row86
ice_archive_index,OH-butler-county-sheriff-office,canonical,Ohio,Butler County Sheriff's Office,signed,2020-06-09,2020-06-09,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row87
ice_archive_index,OK-canadian-county-sheriff-office,canonical,Oklahoma,Canadian County Sheriff's Office,moa_file,287g-CanadianCounty.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row88
ice_archive_index,OK-canadian-county-sheriff-office,canonical,Oklahoma,Canadian County Sheriff's Office,signed,2018-01-25,2018-01-25,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row88
ice_archive_index,OK-okmulgee-county-criminal-justice-authority,canonical,Oklahoma,Okmulgee County Criminal Justice Authority,moa_file,287gJEM_OkmulgeeCoCrimJusOk2018-01-25.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row89
ice_archive_index,OK-okmulgee-county-criminal-justice-authority,canonical,Oklahoma,Okmulgee County Criminal Justice Authority,signed,2018-01-25,2018-01-25,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row89
ice_archive_index,OK-tulsa-county-sheriff-office,canonical,Oklahoma,Tulsa County Sheriff's Office,moa_file,tulsacountysheriffsoffice.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row90
ice_archive_index,OK-tulsa-county-sheriff-office,canonical,Oklahoma,Tulsa County Sheriff's Office,moa_file,287gJEM_TulsaCoOk2016-06-23.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row91
ice_archive_index,OK-tulsa-county-sheriff-office,canonical,Oklahoma,Tulsa County Sheriff's Office,signed,2009-10-05,2009-10-05,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row90
ice_archive_index,OK-tulsa-county-sheriff-office,canonical,Oklahoma,Tulsa County Sheriff's Office,signed,2016-06-23,2016-06-23,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row91
ice_archive_index,SC-charleston-county-sheriff-office,canonical,South Carolina,Charleston County Sheriff's Office,moa_file,r_287gcharlestoncounty.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row92
ice_archive_index,SC-charleston-county-sheriff-office,canonical,South Carolina,Charleston County Sheriff's Office,moa_file,287gJEM_CharlestonCoSC_06-09-2020.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row93
ice_archive_index,SC-charleston-county-sheriff-office,canonical,South Carolina,Charleston County Sheriff's Office,signed,2016-06-23,2016-06-23,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row92
ice_archive_index,SC-charleston-county-sheriff-office,canonical,South Carolina,Charleston County Sheriff's Office,signed,2020-06-09,2020-06-09,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row93
ice_archive_index,SC-horry-county-sheriff-office,canonical,South Carolina,Horry County Sheriff's Office,moa_file,287gJEM_HorryCoSc2017-06-30.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row94
ice_archive_index,SC-horry-county-sheriff-office,canonical,South Carolina,Horry County Sheriff's Office,signed,2017-06-30,2017-06-30,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row94
ice_archive_index,SC-lexington-county-sheriff-office,canonical,South Carolina,Lexington County Sheriff's Office,moa_file,287gJEM_LexingtonCoSc2016-11-04.PDF,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row95
ice_archive_index,SC-lexington-county-sheriff-office,canonical,South Carolina,Lexington County Sheriff's Office,signed,2016-11-04,2016-11-04,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row95
ice_archive_index,SC-york-county-sheriff-office,canonical,South Carolina,York County Sheriff's Office,moa_file,yorkcountysheriffsofficesouthcarolina.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row96
ice_archive_index,SC-york-county-sheriff-office,canonical,South Carolina,York County Sheriff's Office,moa_file,287gJEM_YorkCoSc2016-06-30.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row97
ice_archive_index,SC-york-county-sheriff-office,canonical,South Carolina,York County Sheriff's Office,signed,2009-10-15,2009-10-15,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row96
ice_archive_index,SC-york-county-sheriff-office,canonical,South Carolina,York County Sheriff's Office,signed,2016-06-28,2016-06-28,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row97
ice_archive_index,TN-davidson-county-sheriff-office,alias,Tennessee,Davidson County (Metro) Sheriff's Office,moa_file,davidsoncountysheriffsoffice.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row98
ice_archive_index,TN-greene-county-sheriff-office,canonical,Tennessee,Greene County Sheriff's Office,moa_file,287gJEM_GreeneCoTn2019-02-28.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row99
ice_archive_index,TN-greene-county-sheriff-office,canonical,Tennessee,Greene County Sheriff's Office,signed,2019-02-28,2019-02-28,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row99
ice_archive_index,TN-knox-county-sheriff-office,canonical,Tennessee,Knox County Sheriff's Office,moa_file,287gJEM_KnoxCoTn2017-06-15.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row100
ice_archive_index,TN-knox-county-sheriff-office,canonical,Tennessee,Knox County Sheriff's Office,signed,2017-06-15,2017-06-15,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row100
ice_archive_index,TX-aransas-county-sheriff-office,canonical,Texas,Aransas County Sheriff's Office,moa_file,aransas-tx-2017.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row101
ice_archive_index,TX-aransas-county-sheriff-office,canonical,Texas,Aransas County Sheriff's Office,signed,2017-06-30,2017-06-30,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row101
ice_archive_index,TX-burnet-county-sheriff-office,canonical,Texas,Burnet County Sheriff's Office,moa_file,287gJEM_BurnetCoTx2018-02-02.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row102
ice_archive_index,TX-burnet-county-sheriff-office,canonical,Texas,Burnet County Sheriff's Office,signed,2018-02-02,2018-02-02,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row102
ice_archive_index,TX-calhoun-county-sheriff-office,canonical,Texas,Calhoun County Sheriff's Office,moa_file,calhoun-tx-2017.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row103
ice_archive_index,TX-calhoun-county-sheriff-office,canonical,Texas,Calhoun County Sheriff's Office,signed,2017-06-28,2017-06-28,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row103
ice_archive_index,TX-carrollton-police-department,canonical,Texas,Carrollton Police Department,moa_file,r_287gcarrollton.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row104
ice_archive_index,TX-chambers-county-sheriff-office,canonical,Texas,Chambers County Sheriff's Office,moa_file,chambers-tx-2017.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row105
ice_archive_index,TX-chambers-county-sheriff-office,canonical,Texas,Chambers County Sheriff's Office,signed,2017-07-17,2017-07-17,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row105
ice_archive_index,TX-dewitt-county-sheriff-office,canonical,Texas,DeWitt County Sheriff's Office,moa_file,DeWitt-tx-2017.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row106
ice_archive_index,TX-dewitt-county-sheriff-office,canonical,Texas,DeWitt County Sheriff's Office,signed,2017-06-30,2017-06-30,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row106
ice_archive_index,TX-galveston-county-sheriff-office,canonical,Texas,Galveston County Sheriff's Office,moa_file,galveston-tx-2017.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row107
ice_archive_index,TX-galveston-county-sheriff-office,canonical,Texas,Galveston County Sheriff's Office,signed,2017-06-30,2017-06-30,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row107
ice_archive_index,TX-goliad-county-sheriff-office,canonical,Texas,Goliad County Sheriff's Office,moa_file,287gJEM_GoliadCoTx2017-06-26.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row108
ice_archive_index,TX-goliad-county-sheriff-office,canonical,Texas,Goliad County Sheriff's Office,signed,2017-06-26,2017-06-26,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row108
ice_archive_index,TX-jackson-county-sheriff-office,canonical,Texas,Jackson County Sheriff's Office,moa_file,287gJEM_JacksonCoTx2017-01-26.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row109
ice_archive_index,TX-jackson-county-sheriff-office,canonical,Texas,Jackson County Sheriff's Office,signed,2017-01-26,2017-01-26,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row109
ice_archive_index,TX-kendall-county-sheriff-office,canonical,Texas,Kendall County Sheriff's Office,moa_file,287g_KendallCountyTX.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row110
ice_archive_index,TX-kendall-county-sheriff-office,canonical,Texas,Kendall County Sheriff's Office,moa_file,287gJEM_KendallCoTX_03-13-2020.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row111
ice_archive_index,TX-kendall-county-sheriff-office,canonical,Texas,Kendall County Sheriff's Office,signed,2018-03-26,2018-03-26,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row110
ice_archive_index,TX-kendall-county-sheriff-office,canonical,Texas,Kendall County Sheriff's Office,signed,2020-03-13,2020-03-13,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row111
ice_archive_index,TX-lavaca-county-sheriff-office,canonical,Texas,Lavaca County Sheriff's Office,moa_file,287gJEM_LavacaCoTx2017-06-30.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row112
ice_archive_index,TX-lavaca-county-sheriff-office,canonical,Texas,Lavaca County Sheriff's Office,signed,2017-06-30,2017-06-30,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row112
ice_archive_index,TX-lubbock-county-sheriff-office,canonical,Texas,Lubbock County Sheriff's Office,moa_file,287gJEM_LubbockCoTx2016-11-16.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row113
ice_archive_index,TX-lubbock-county-sheriff-office,canonical,Texas,Lubbock County Sheriff's Office,signed,2016-11-16,2016-11-16,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row113
ice_archive_index,TX-matagorda-county-sheriff-office,canonical,Texas,Matagorda County Sheriff's Office,moa_file,287gMatagordaTx2017_07_27.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row114
ice_archive_index,TX-matagorda-county-sheriff-office,canonical,Texas,Matagorda County Sheriff's Office,signed,2017-07-27,2017-07-27,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row114
ice_archive_index,TX-montgomery-county-sheriff-office,canonical,Texas,Montgomery County Sheriff's Office,moa_file,montgomery-tx-2017.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row115
ice_archive_index,TX-montgomery-county-sheriff-office,canonical,Texas,Montgomery County Sheriff's Office,signed,2017-06-28,2017-06-28,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row115
ice_archive_index,TX-potter-county-sheriff-office,canonical,Texas,Potter County Sheriff's Office,moa_file,287gJEM_PotterCoTx2018-01-25.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row116
ice_archive_index,TX-potter-county-sheriff-office,canonical,Texas,Potter County Sheriff's Office,signed,2018-01-25,2018-01-25,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row116
ice_archive_index,TX-refugio-county-sheriff-office,canonical,Texas,Refugio County Sheriff's Office,moa_file,287gJEM_RefugioCoTx2017-06-28.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row117
ice_archive_index,TX-refugio-county-sheriff-office,canonical,Texas,Refugio County Sheriff's Office,signed,2017-06-28,2017-06-28,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row117
ice_archive_index,TX-rockwall-county-sheriff-office,canonical,Texas,Rockwall County Sheriff's Office,moa_file,287gJEM_RockwallCoTx2018-01-25.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row118
ice_archive_index,TX-rockwall-county-sheriff-office,canonical,Texas,Rockwall County Sheriff's Office,signed,2018-01-25,2018-01-25,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row118
ice_archive_index,TX-smith-county-sheriff-office,canonical,Texas,Smith County Sheriff's Office,moa_file,287gJEM_SmithCoTx2017-04-25.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row119
ice_archive_index,TX-smith-county-sheriff-office,canonical,Texas,Smith County Sheriff's Office,signed,2017-04-25,2017-04-25,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row119
ice_archive_index,TX-tarrant-county-sheriff-office,canonical,Texas,Tarrant County Sheriff's Office,moa_file,287gJEM_TarrantCoTx2017-06-19.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row120
ice_archive_index,TX-tarrant-county-sheriff-office,canonical,Texas,Tarrant County Sheriff's Office,signed,2017-06-19,2017-06-19,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row120
ice_archive_index,TX-terrell-county-sheriff-office,canonical,Texas,Terrell County Sheriff's Office,moa_file,287gJEM_TerrellCoTx2018-01-25.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row121
ice_archive_index,TX-terrell-county-sheriff-office,canonical,Texas,Terrell County Sheriff's Office,signed,2018-01-25,2018-01-25,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row121
ice_archive_index,TX-victoria-county-sheriff-office,canonical,Texas,Victoria County Sheriff's Office,moa_file,287gJEM_VictoriaCoTx2017-07-12.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row122
ice_archive_index,TX-victoria-county-sheriff-office,canonical,Texas,Victoria County Sheriff's Office,signed,2017-07-12,2017-07-12,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row122
ice_archive_index,TX-walker-county-sheriff-office,canonical,Texas,Walker County Sheriff's Office,moa_file,287gJEM_WalkerCoTx2017-07-20.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row123
ice_archive_index,TX-walker-county-sheriff-office,canonical,Texas,Walker County Sheriff's Office,signed,2017-07-20,2017-07-20,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row123
ice_archive_index,TX-waller-county-sheriff-office,canonical,Texas,Waller County Sheriff's Office,moa_file,287gWallerTx2017-05-22.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row124
ice_archive_index,TX-waller-county-sheriff-office,canonical,Texas,Waller County Sheriff's Office,signed,2017-05-22,2017-05-22,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row124
ice_archive_index,TX-wharton-county-sheriff-office,canonical,Texas,Wharton County Sheriff's Office,moa_file,287gJEM_WhartonCoTx2017-07-17.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row125
ice_archive_index,TX-wharton-county-sheriff-office,canonical,Texas,Wharton County Sheriff's Office,signed,2017-07-17,2017-07-17,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row125
ice_archive_index,GA-whitfield-county-sheriff-office,name_national,Texas,Whitfield County Sheriff's Office,moa_file,whitfieldcountysheriffsoffice.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row126
ice_archive_index,TX-williamson-county-sheriff-office,canonical,Texas,Williamson County Sheriff's Office,moa_file,287gJEM_WilliamsonCoTx2018-02-08.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row127
ice_archive_index,TX-williamson-county-sheriff-office,canonical,Texas,Williamson County Sheriff's Office,moa_file,287gJEM_WilliamsonCoTX_05-04-2020.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row128
ice_archive_index,TX-williamson-county-sheriff-office,canonical,Texas,Williamson County Sheriff's Office,signed,2018-02-08,2018-02-08,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row127
ice_archive_index,TX-williamson-county-sheriff-office,canonical,Texas,Williamson County Sheriff's Office,signed,2020-05-04,2020-05-04,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row128
ice_archive_index,VA-culpeper-county-sheriff-office,canonical,Virginia,Culpeper County Sheriff's Office,moa_file,287g_CulpeperCounty_2018-04-24.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row129
ice_archive_index,VA-culpeper-county-sheriff-office,canonical,Virginia,Culpeper County Sheriff's Office,moa_file,287gJEM_CulpeperCoVA_06-08-2020.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row130
ice_archive_index,VA-culpeper-county-sheriff-office,canonical,Virginia,Culpeper County Sheriff's Office,signed,2018-04-24,2018-04-24,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row129
ice_archive_index,VA-culpeper-county-sheriff-office,canonical,Virginia,Culpeper County Sheriff's Office,signed,2020-06-08,2020-06-08,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row130
ice_archive_index,VA-herndon-police-department,canonical,Virginia,Herndon Police Department,moa_file,herndonpolicedepartment.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row131
ice_archive_index,VA-manassas-park-police-department,prefix_containment,Virginia,"Manassas Park, City of",moa_file,cityofmanassaspark.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row132
ice_archive_index,VA-manassas-police-department,spelling,Virginia,"Manassas, City of",moa_file,cityofmanassas.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row133
ice_archive_index,VA-prince-william-county-police-department,canonical,Virginia,Prince William County Police Department,moa_file,boardofcountysupervisorsofprincewilliamcountypolicedepartment.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row134
ice_archive_index,VA-prince-william-county-sheriff-office,canonical,Virginia,Prince William County Sheriff's Office,moa_file,boardofcountysupervisorsofprincewilliamcountysheriffsoffice.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row135
ice_archive_index,VA-prince-william-manassas-regional-adult-detention-center,alias,Virginia,Prince William-Manassas Regional ADC,moa_file,jailboardofprincewilliam-manassasregionaladultdetentioncenter.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row136
ice_archive_index,VA-prince-william-manassas-regional-adult-detention-center,alias,Virginia,Prince William-Manassas Regional ADC,moa_file,287gJEM_PrinceWilliam-ManassasRegionalAdultDetentionCenterVa2016-06-23.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row137
ice_archive_index,VA-prince-william-manassas-regional-adult-detention-center,alias,Virginia,Prince William-Manassas Regional ADC,signed,2009-10-15,2009-10-15,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row136
ice_archive_index,VA-prince-william-manassas-regional-adult-detention-center,alias,Virginia,Prince William-Manassas Regional ADC,signed,2016-06-23,2016-06-23,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row137
ice_archive_index,VA-rockingham-county-sheriff-office,canonical,Virginia,Rockingham County Sheriff's Office,moa_file,rockinghamcountyvirginiasheriffsoffice.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row138
ice_archive_index,VA-shenandoah-county-sheriff-office,canonical,Virginia,Shenandoah County Sheriff's Office,moa_file,shenandoahcountysheriffsoffice.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row139
ice_archive_index,WI-lafayette-county-sheriff-office,canonical,Wisconsin,Lafayette County Sheriff's Office,moa_file,287gWSO_LafayetteCoWI_8-21-2020.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row140
ice_archive_index,WI-lafayette-county-sheriff-office,canonical,Wisconsin,Lafayette County Sheriff's Office,signed,2020-08-21,2020-08-21,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row140
ice_archive_index,WI-waukesha-county-sheriff-office,canonical,Wisconsin,Waukesha County Sheriff's Office,moa_file,287gJEM_WaukeshaCoWi2018-02-22.pdf,,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row141
ice_archive_index,WI-waukesha-county-sheriff-office,canonical,Wisconsin,Waukesha County Sheriff's Office,signed,2018-02-22,2018-02-22,2026-04-20,inputs/historical/ice_live_287gMOA_index_2026-04-20.tsv#row141
ice_lists,AL-department-of-public-safety,alias,Alabama,Alabama State Police,listed,TRUE,,2007-09-19,sheets/sheets_wayback_pre2011/20080114130103_s3.html
ice_lists,AL-department-of-public-safety,alias,Alabama,Alabama State Police,listed,TRUE,,2008-03-10,sheets/sheets_wayback_pre2011/20080324215905_s3.html
