"state","agency_name","hyperlink","document_type","original_state_folder","sanitized_state_folder","original_agency_folder","sanitized_agency_folder","original_filename","sanitized_filename","saved_path","file_hash"
"ALABAMA","Autauga County Sheriff's Office ","https://www.ice.gov/doclib/287gMOA/AutaugaCoSheriffsOfficeAL_JEM_MOA_09222025.pdf","MOA","ALABAMA","ALABAMA","Autauga County Sheriff's Office ","Autauga_County_Sheriff's_Office","AutaugaCoSheriffsOfficeAL_JEM_MOA_09222025.pdf","MOA_AutaugaCoSheriffsOfficeAL_JEM_MOA_09222025.pdf","agreements/agreements_20260902_013717/ALABAMA/Autauga_County_Sheriff's_Office/MOA_AutaugaCoSheriffsOfficeAL_JEM_MOA_09222025.pdf","ecb447ad646e7e0d63cc9cc10a9fd33b3cfc09757d656f127a20354125d2ad73"
"ALABAMA","Autauga County Sheriff's Office ","https://www.ice.gov/doclib/287gMOA/AutaugaCoSheriffsOfficeAL_TFM_MOA_09222025.pdf","MOA","ALABAMA","ALABAMA","Autauga County Sheriff's Office ","Autauga_County_Sheriff's_Office","AutaugaCoSheriffsOfficeAL_TFM_MOA_09222025.pdf","MOA_AutaugaCoSheriffsOfficeAL_TFM_MOA_09222025.pdf","agreements/agreements_20260902_013717/ALABAMA/Autauga_County_Sheriff's_Office/MOA_AutaugaCoSheriffsOfficeAL_TFM_MOA_09222025.pdf","827981924f6039deef68cd419539f4ba9e339f4cbc11b7aff24ef91ef4973b0e"
"ALABAMA","Autauga County Sheriff's Office ","https://www.ice.gov/doclib/287gMOA/AutaugaCoSheriffsOfficeAL_WSO_MOA_09222025.pdf","MOA","ALABAMA","ALABAMA","Autauga County Sheriff's Office ","Autauga_County_Sheriff's_Office","AutaugaCoSheriffsOfficeAL_WSO_MOA_09222025.pdf","MOA_AutaugaCoSheriffsOfficeAL_WSO_MOA_09222025.pdf","agreements/agreements_20260902_013717/ALABAMA/Autauga_County_Sheriff's_Office/MOA_AutaugaCoSheriffsOfficeAL_WSO_MOA_09222025.pdf","35c6aea819b2b67a427886a27f47497916cf2052149522bd04fc0d306ae09c32"
"ALABAMA","Baldwin County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/BaldwinCoSheriffsOfficeAL_TFM_MOA_10172025.pdf","MOA","ALABAMA","ALABAMA","Baldwin County Sheriff's Office","Baldwin_County_Sheriff's_Office","BaldwinCoSheriffsOfficeAL_TFM_MOA_10172025.pdf","MOA_BaldwinCoSheriffsOfficeAL_TFM_MOA_10172025.pdf","agreements/agreements_20260902_013717/ALABAMA/Baldwin_County_Sheriff's_Office/MOA_BaldwinCoSheriffsOfficeAL_TFM_MOA_10172025.pdf","189e92504ff032376d6861cef559e47ddb5b48e98d2530c6ee0828eb1fcdf99e"
"ALABAMA","Blount County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/BlountCoSheriffsOfficeAL_TFM_MOA_01262026.pdf","MOA","ALABAMA","ALABAMA","Blount County Sheriff's Office","Blount_County_Sheriff's_Office","BlountCoSheriffsOfficeAL_TFM_MOA_01262026.pdf","MOA_BlountCoSheriffsOfficeAL_TFM_MOA_01262026.pdf","agreements/agreements_20260902_013717/ALABAMA/Blount_County_Sheriff's_Office/MOA_BlountCoSheriffsOfficeAL_TFM_MOA_01262026.pdf","633091e149c6e9ba09d74ab52e0b7af314e7b370104b26cebf8ad961b640e8fc"
"ALABAMA","Brookside Police Department","https://www.ice.gov/doclib/287gMOA/BrooksidePoliceDeptAL_TFM_MOA_06142026.pdf","MOA","ALABAMA","ALABAMA","Brookside Police Department","Brookside_Police_Department","BrooksidePoliceDeptAL_TFM_MOA_06142026.pdf","MOA_BrooksidePoliceDeptAL_TFM_MOA_06142026.pdf","agreements/agreements_20260902_013717/ALABAMA/Brookside_Police_Department/MOA_BrooksidePoliceDeptAL_TFM_MOA_06142026.pdf","4b9bde9313e6a2cef25f4308a049483bb5e32d9b34d756485c7eb78509a18de9"
"ALABAMA","Camp Hill Police Department","https://www.ice.gov/doclib/287gMOA/CampHilPDAL_TFM_MOA_12082025.pdf","MOA","ALABAMA","ALABAMA","Camp Hill Police Department","Camp_Hill_Police_Department","CampHilPDAL_TFM_MOA_12082025.pdf","MOA_CampHilPDAL_TFM_MOA_12082025.pdf","agreements/agreements_20260902_013717/ALABAMA/Camp_Hill_Police_Department/MOA_CampHilPDAL_TFM_MOA_12082025.pdf","7a0412b97e3b69c8370e6b3cb97741e2b675d4db214adf8dbe653deddfb36c05"
"ALABAMA","Cedar Bluff Police Department","https://www.ice.gov/doclib/287gMOA/CedarBluffPoliceDeptAL_TFM_MOA_04292026.pdf","MOA","ALABAMA","ALABAMA","Cedar Bluff Police Department","Cedar_Bluff_Police_Department","CedarBluffPoliceDeptAL_TFM_MOA_04292026.pdf","MOA_CedarBluffPoliceDeptAL_TFM_MOA_04292026.pdf","agreements/agreements_20260902_013717/ALABAMA/Cedar_Bluff_Police_Department/MOA_CedarBluffPoliceDeptAL_TFM_MOA_04292026.pdf","93a68cc723a154eb3265f67ce9b075e96f3425e6708c8cf690903562e0c3b81a"
"ALABAMA","Cherokee County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/CherokeeCountySOAL_TFM_MOA_021026.pdf","MOA","ALABAMA","ALABAMA","Cherokee County Sheriff's Office","Cherokee_County_Sheriff's_Office","CherokeeCountySOAL_TFM_MOA_021026.pdf","MOA_CherokeeCountySOAL_TFM_MOA_021026.pdf","agreements/agreements_20260902_013717/ALABAMA/Cherokee_County_Sheriff's_Office/MOA_CherokeeCountySOAL_TFM_MOA_021026.pdf","b745d106b29e1367cafcd7b0b320c05e87fcc6ba64a26a0f8333b6654e416ec3"
"ALABAMA","Cherokee County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/CherokeeCoSheriffsOfficeAL_WSO_MOA_06252025.pdf","MOA","ALABAMA","ALABAMA","Cherokee County Sheriff's Office","Cherokee_County_Sheriff's_Office","CherokeeCoSheriffsOfficeAL_WSO_MOA_06252025.pdf","MOA_CherokeeCoSheriffsOfficeAL_WSO_MOA_06252025.pdf","agreements/agreements_20260902_013717/ALABAMA/Cherokee_County_Sheriff's_Office/MOA_CherokeeCoSheriffsOfficeAL_WSO_MOA_06252025.pdf","d787e0885f0e65c73e37ba5e6446821c0ae7437272ce870e9bf5877346a321d8"
"ALABAMA","Cherokee Police Department","https:/www.ice.gov/doclib/287gMOA/CherokeePDAL_TFM_%20MOA_02142026.pdf","MOA","ALABAMA","ALABAMA","Cherokee Police Department","Cherokee_Police_Department","CherokeePDAL_TFM_%20MOA_02142026.pdf","MOA_CherokeePDAL_TFM_%20MOA_02142026.pdf","agreements/agreements_20260902_013717/ALABAMA/Cherokee_Police_Department/MOA_CherokeePDAL_TFM_%20MOA_02142026.pdf","faca6339708e6209c8f39f1c36455d529583353b49ecd9402ae1a81c5c3282a5"
"ALABAMA","Clarke County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/ClarkeCoSOAL_TFM_MOA_013026.pdf","MOA","ALABAMA","ALABAMA","Clarke County Sheriff's Office","Clarke_County_Sheriff's_Office","ClarkeCoSOAL_TFM_MOA_013026.pdf","MOA_ClarkeCoSOAL_TFM_MOA_013026.pdf","agreements/agreements_20260902_013717/ALABAMA/Clarke_County_Sheriff's_Office/MOA_ClarkeCoSOAL_TFM_MOA_013026.pdf","b50656d7d858e2a505c0faecb7ac72efbb8962d116802177effca7e3a1cb2650"
"ALABAMA","Clayton Police Department","https://www.ice.gov/doclib/287gMOA/ClaytonPoliceDeptAL_TFM_MOA_06142026.pdf","MOA","ALABAMA","ALABAMA","Clayton Police Department","Clayton_Police_Department","ClaytonPoliceDeptAL_TFM_MOA_06142026.pdf","MOA_ClaytonPoliceDeptAL_TFM_MOA_06142026.pdf","agreements/agreements_20260902_013717/ALABAMA/Clayton_Police_Department/MOA_ClaytonPoliceDeptAL_TFM_MOA_06142026.pdf","5ef509aef9a3e06fa6acf4c586a2a9f129cb568b7c81dac835370f18a27ec773"
"ALABAMA","Colbert County Sheriff's Office","https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.ice.gov%2Fdoclib%2F287gMOA%2FColbertCoSheriffsOfficeAL_JEM_MOA_05.08.2025.pdf&amp;data=05%7C02%7CERO287g%40ice.dhs.gov%7C59795c7e63924e63b15008ddacf775b5%7C1b87612a306c49d681e697c6e1a9197f%7C0%7C0%7C638856901079102542%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&amp;sdata=bf6pYleS2%2F%2BrN6yyjCH9PJFingS4zH1kH9OGRse3AKQ%3D&amp;reserved=0","MOA","ALABAMA","ALABAMA","Colbert County Sheriff's Office","Colbert_County_Sheriff's_Office","gcc02.safelinks.protection.outlook.com","MOA_gcc02.safelinks.protection.outlook.com","agreements/agreements_20260902_013717/ALABAMA/Colbert_County_Sheriff's_Office/MOA_gcc02.safelinks.protection.outlook.com","70d80bb6106a8abc84683d608d3833604f20953e985b41ab3bf2ae845c7bcb09"
"ALABAMA","Colbert County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/ColbertCountySO_TFM_LEA_070225.pdf","MOA","ALABAMA","ALABAMA","Colbert County Sheriff's Office","Colbert_County_Sheriff's_Office","ColbertCountySO_TFM_LEA_070225.pdf","MOA_ColbertCountySO_TFM_LEA_070225.pdf","agreements/agreements_20260902_013717/ALABAMA/Colbert_County_Sheriff's_Office/MOA_ColbertCountySO_TFM_LEA_070225.pdf","cd3df68f7b1b565436d45c2256f74d6c783740f33506ccce251f792776068270"
"ALABAMA","Colbert County Sheriff's Office","https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.ice.gov%2Fdoclib%2F287gMOA%2FColbertCoSheriffsOfficeAL_WSO_MOA_05.08.25.pdf&amp;data=05%7C02%7CERO287g%40ice.dhs.gov%7C062e3217bd974cfc3a9f08dda90bcb20%7C1b87612a306c49d681e697c6e1a9197f%7C0%7C0%7C638852590291873164%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&amp;sdata=dJltKswH6Cm2zi6O63a68dBaSMFaZdG4EwarN9xk00g%3D&amp;reserved=0","MOA","ALABAMA","ALABAMA","Colbert County Sheriff's Office","Colbert_County_Sheriff's_Office","gcc02.safelinks.protection.outlook.com","MOA_gcc02.safelinks.protection.outlook_2.com","agreements/agreements_20260902_013717/ALABAMA/Colbert_County_Sheriff's_Office/MOA_gcc02.safelinks.protection.outlook_2.com","e4fbba35a17184cd0605a404978ede41cfd3be712bede0c1759233d7bd479e50"
"ALABAMA","Courtland Police Department ","https://www.ice.gov/doclib/287gMOA/CourtlandPoliceDeptAL_TFM_MOA_03132026.pdf","MOA","ALABAMA","ALABAMA","Courtland Police Department ","Courtland_Police_Department","CourtlandPoliceDeptAL_TFM_MOA_03132026.pdf","MOA_CourtlandPoliceDeptAL_TFM_MOA_03132026.pdf","agreements/agreements_20260902_013717/ALABAMA/Courtland_Police_Department/MOA_CourtlandPoliceDeptAL_TFM_MOA_03132026.pdf","70ae53cbbc9607a50f3f8d87aee83093b014d3fe88fd59c67489b30a454c0d99"
"ALABAMA","Crenshaw County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/CrenshawCoAL_WSO_MOA_04.16.2025.pdf","MOA","ALABAMA","ALABAMA","Crenshaw County Sheriff's Office","Crenshaw_County_Sheriff's_Office","CrenshawCoAL_WSO_MOA_04.16.2025.pdf","MOA_CrenshawCoAL_WSO_MOA_04.16.2025.pdf","agreements/agreements_20260902_013717/ALABAMA/Crenshaw_County_Sheriff's_Office/MOA_CrenshawCoAL_WSO_MOA_04.16.2025.pdf","e51a1e6cdb5da1a429680d5a2e1dde3d40ce0a78c8d42439978d323925a87913"
"ALABAMA","DeKalb County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/DeKalbCoSO_AL_TFM_MOA_12082025.pdf","MOA","ALABAMA","ALABAMA","DeKalb County Sheriff's Office","DeKalb_County_Sheriff's_Office","DeKalbCoSO_AL_TFM_MOA_12082025.pdf","MOA_DeKalbCoSO_AL_TFM_MOA_12082025.pdf","agreements/agreements_20260902_013717/ALABAMA/DeKalb_County_Sheriff's_Office/MOA_DeKalbCoSO_AL_TFM_MOA_12082025.pdf","d76ce2323bbbf1d15565582565550212bd7486265bc6590f56153867b7065131"
"ALABAMA","Demopolis Police Department","https://www.ice.gov/doclib/287gMOA/DemopolisPoliceDeptAL_TFM_MOA_01262026.pdf","MOA","ALABAMA","ALABAMA","Demopolis Police Department","Demopolis_Police_Department","DemopolisPoliceDeptAL_TFM_MOA_01262026.pdf","MOA_DemopolisPoliceDeptAL_TFM_MOA_01262026.pdf","agreements/agreements_20260902_013717/ALABAMA/Demopolis_Police_Department/MOA_DemopolisPoliceDeptAL_TFM_MOA_01262026.pdf","5f49e5ef6a54a591d29738866d80c88bb0c9439717ff9c01804d6cc657df7c09"
"ALABAMA","Eclectic Police Department","https://www.ice.gov/doclib/287gMOA/EclecticPoliceDeptAL_TFM_MOA_05212026.pdf","MOA","ALABAMA","ALABAMA","Eclectic Police Department","Eclectic_Police_Department","EclecticPoliceDeptAL_TFM_MOA_05212026.pdf","MOA_EclecticPoliceDeptAL_TFM_MOA_05212026.pdf","agreements/agreements_20260902_013717/ALABAMA/Eclectic_Police_Department/MOA_EclecticPoliceDeptAL_TFM_MOA_05212026.pdf","560676a965ecd14bab701cdf1bf9bbb31df2b65157d52c9fd61d73f43711e29e"
"ALABAMA","Elberta Police Department ","https://www.ice.gov/doclib/287gMOA/ElbertaPoliceDeptAL_TFM_MOA_11142025.pdf","MOA","ALABAMA","ALABAMA","Elberta Police Department ","Elberta_Police_Department","ElbertaPoliceDeptAL_TFM_MOA_11142025.pdf","MOA_ElbertaPoliceDeptAL_TFM_MOA_11142025.pdf","agreements/agreements_20260902_013717/ALABAMA/Elberta_Police_Department/MOA_ElbertaPoliceDeptAL_TFM_MOA_11142025.pdf","41643d869484dd1679c7538c49caa38103d58e0d5b0c90cb32e3474922e4db7d"
"ALABAMA","Elmore County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/ElmoreCountyAL_JEM_MOA_030625.pdf","MOA","ALABAMA","ALABAMA","Elmore County Sheriff's Office","Elmore_County_Sheriff's_Office","ElmoreCountyAL_JEM_MOA_030625.pdf","MOA_ElmoreCountyAL_JEM_MOA_030625.pdf","agreements/agreements_20260902_013717/ALABAMA/Elmore_County_Sheriff's_Office/MOA_ElmoreCountyAL_JEM_MOA_030625.pdf","95417db4307bea16b611e982a324c374777eb16f84e3d7b09645ac847b972c83"
"ALABAMA","Etowah County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/287gJEM_%20etowahCoAL_06-09-2020.pdf","MOA","ALABAMA","ALABAMA","Etowah County Sheriff's Office","Etowah_County_Sheriff's_Office","287gJEM_%20etowahCoAL_06-09-2020.pdf","MOA_287gJEM_%20etowahCoAL_06-09-2020.pdf","agreements/agreements_20260902_013717/ALABAMA/Etowah_County_Sheriff's_Office/MOA_287gJEM_%20etowahCoAL_06-09-2020.pdf","85b7004ef157b9de60c987ebba277315f4248a0d15c341a1b280f4975e6efadb"
"ALABAMA","Etowah County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/EtowahCoSOAL_TFM_MOA_12082025.pdf","MOA","ALABAMA","ALABAMA","Etowah County Sheriff's Office","Etowah_County_Sheriff's_Office","EtowahCoSOAL_TFM_MOA_12082025.pdf","MOA_EtowahCoSOAL_TFM_MOA_12082025.pdf","agreements/agreements_20260902_013717/ALABAMA/Etowah_County_Sheriff's_Office/MOA_EtowahCoSOAL_TFM_MOA_12082025.pdf","0796e78a64f0d0a64d95fa77cde4943d56791d7febdadf8ae0338ac16446c274"
"ALABAMA","Florala Police Department","https://www.ice.gov/doclib/287gMOA/FloralaPD_%20AL_TFM_MOA_022326.pdf","MOA","ALABAMA","ALABAMA","Florala Police Department","Florala_Police_Department","FloralaPD_%20AL_TFM_MOA_022326.pdf","MOA_FloralaPD_%20AL_TFM_MOA_022326.pdf","agreements/agreements_20260902_013717/ALABAMA/Florala_Police_Department/MOA_FloralaPD_%20AL_TFM_MOA_022326.pdf","c3c8a468d1c5e95866d9a90a7706ff611006f393c7309f66bc7241d9e93ad7e8"
"ALABAMA","Foley Police Department","https://www.ice.gov/doclib/287gMOA/FoleyPoliceDeptAL_TFM_MOA_03252026.pdf","MOA","ALABAMA","ALABAMA","Foley Police Department","Foley_Police_Department","FoleyPoliceDeptAL_TFM_MOA_03252026.pdf","MOA_FoleyPoliceDeptAL_TFM_MOA_03252026.pdf","agreements/agreements_20260902_013717/ALABAMA/Foley_Police_Department/MOA_FoleyPoliceDeptAL_TFM_MOA_03252026.pdf","43e2992b127ffec203b4751af367411064aeade8280fa1930c96b105669578d0"
"ALABAMA","Franklin County Sheriff's Office","https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.ice.gov%2Fdoclib%2F287gMOA%2FFranklinCoSheriffsOfficeAL_JEM_MOA_06122025.pdf&amp;data=05%7C02%7CEROCommunications%40ice.dhs.gov%7C13cc1c32218144c474f808ddd108aefe%7C1b87612a306c49d681e697c6e1a9197f%7C0%7C0%7C638896557397052165%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&amp;sdata=TMwMdlPMJS49FaZKmfFseIr%2BNojx9CpCdiw9SRUh2rI%3D&amp;reserved=0","MOA","ALABAMA","ALABAMA","Franklin County Sheriff's Office","Franklin_County_Sheriff's_Office","gcc02.safelinks.protection.outlook.com","MOA_gcc02.safelinks.protection.outlook.com","agreements/agreements_20260902_013717/ALABAMA/Franklin_County_Sheriff's_Office/MOA_gcc02.safelinks.protection.outlook.com","609e29b15bb31506cba84e3ba830916948d8c2bfe9e838b305025f18f26c7f1f"
"ALABAMA","Franklin County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/FranklinCoSheriffsOfficeAL_TFM_MOA_1162025.pdf","MOA","ALABAMA","ALABAMA","Franklin County Sheriff's Office","Franklin_County_Sheriff's_Office","FranklinCoSheriffsOfficeAL_TFM_MOA_1162025.pdf","MOA_FranklinCoSheriffsOfficeAL_TFM_MOA_1162025.pdf","agreements/agreements_20260902_013717/ALABAMA/Franklin_County_Sheriff's_Office/MOA_FranklinCoSheriffsOfficeAL_TFM_MOA_1162025.pdf","f4ee93d808c43bf1b8b7729dc780412ee1c316d028d4fd220cb658a2ec2b664b"
"ALABAMA","Franklin County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/FranklinCountyAL_WSO_MOA_030625.pdf","MOA","ALABAMA","ALABAMA","Franklin County Sheriff's Office","Franklin_County_Sheriff's_Office","FranklinCountyAL_WSO_MOA_030625.pdf","MOA_FranklinCountyAL_WSO_MOA_030625.pdf","agreements/agreements_20260902_013717/ALABAMA/Franklin_County_Sheriff's_Office/MOA_FranklinCountyAL_WSO_MOA_030625.pdf","77d71b31dce348c911b14d0d27b521309575401df54470e98f550fd8dbb3a0a9"
"ALABAMA","Hale County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/HaleCoSheriffsOfficeAL_TFM_MOA_0332026.pdf","MOA","ALABAMA","ALABAMA","Hale County Sheriff's Office","Hale_County_Sheriff's_Office","HaleCoSheriffsOfficeAL_TFM_MOA_0332026.pdf","MOA_HaleCoSheriffsOfficeAL_TFM_MOA_0332026.pdf","agreements/agreements_20260902_013717/ALABAMA/Hale_County_Sheriff's_Office/MOA_HaleCoSheriffsOfficeAL_TFM_MOA_0332026.pdf","a11c60d156f5461cc31c6e74ebd40c0c97a3141ab4ae0aca5db392c691d94cf2"
"ALABAMA","Henry County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/HenryCountySheriffAL_JEM_MOA_031425.pdf","MOA","ALABAMA","ALABAMA","Henry County Sheriff's Office","Henry_County_Sheriff's_Office","HenryCountySheriffAL_JEM_MOA_031425.pdf","MOA_HenryCountySheriffAL_JEM_MOA_031425.pdf","agreements/agreements_20260902_013717/ALABAMA/Henry_County_Sheriff's_Office/MOA_HenryCountySheriffAL_JEM_MOA_031425.pdf","f9950d9c941e33c8239578061fb234482161c375a8ce35953a4a7a8731bc05b3"
"ALABAMA","Henry County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/HenryCoSOAL_TFM_MOA_12112025.pdf","MOA","ALABAMA","ALABAMA","Henry County Sheriff's Office","Henry_County_Sheriff's_Office","HenryCoSOAL_TFM_MOA_12112025.pdf","MOA_HenryCoSOAL_TFM_MOA_12112025.pdf","agreements/agreements_20260902_013717/ALABAMA/Henry_County_Sheriff's_Office/MOA_HenryCoSOAL_TFM_MOA_12112025.pdf","fe5bd9f03c852208f4552ee2f9164fcdd33f364a2ef9415b1d91e2f9c8d02e7f"
"ALABAMA","Jackson Police Department","https://www.ice.gov/doclib/287gMOA/JacksonPoliceDeptAL_TFM_MOA_01072026.pdf","MOA","ALABAMA","ALABAMA","Jackson Police Department","Jackson_Police_Department","JacksonPoliceDeptAL_TFM_MOA_01072026.pdf","MOA_JacksonPoliceDeptAL_TFM_MOA_01072026.pdf","agreements/agreements_20260902_013717/ALABAMA/Jackson_Police_Department/MOA_JacksonPoliceDeptAL_TFM_MOA_01072026.pdf","600b86126fa743ed0275f1b395d72fea9f274c054f28bdda8895f0db7e7d2f71"
"ALABAMA","Jackson's Gap Police Department","https://www.ice.gov/doclib/287gMOA/JacksonsGapPoliceDeptAL_TFM_MOA_01262026.pdf","MOA","ALABAMA","ALABAMA","Jackson's Gap Police Department","Jackson's_Gap_Police_Department","JacksonsGapPoliceDeptAL_TFM_MOA_01262026.pdf","MOA_JacksonsGapPoliceDeptAL_TFM_MOA_01262026.pdf","agreements/agreements_20260902_013717/ALABAMA/Jackson's_Gap_Police_Department/MOA_JacksonsGapPoliceDeptAL_TFM_MOA_01262026.pdf","d236e72144f7d25fac0afb948bcd3037d8595a653b36f2bbc03b117790f2777d"
"ALABAMA","Lanett Police Department ","https://www.ice.gov/doclib/287gMOA/LanettPoliceDeptAL_TFM_MOA_09222025.pdf","MOA","ALABAMA","ALABAMA","Lanett Police Department ","Lanett_Police_Department","LanettPoliceDeptAL_TFM_MOA_09222025.pdf","MOA_LanettPoliceDeptAL_TFM_MOA_09222025.pdf","agreements/agreements_20260902_013717/ALABAMA/Lanett_Police_Department/MOA_LanettPoliceDeptAL_TFM_MOA_09222025.pdf","5750532561818b9ef8b607b577adbbc78c6c2025cfdeed394342bf33ff338e16"
"ALABAMA","Lauderdale County Sheriff's Office","https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.ice.gov%2Fdoclib%2F287gMOA%2FLauderdaleCoSheriffsOfficeAL_JEM_MOA_06122025.pdf&amp;data=05%7C02%7CEROCommunications%40ice.dhs.gov%7C4939b87a6d994404354e08ddb99d4e51%7C1b87612a306c49d681e697c6e1a9197f%7C0%7C0%7C638870807449531473%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&amp;sdata=DhVftAxI3ntzz7ZqbeKjiS58uTOLu%2FBH0fQ%2BTqTJQvk%3D&amp;reserved=0","MOA","ALABAMA","ALABAMA","Lauderdale County Sheriff's Office","Lauderdale_County_Sheriff's_Office","gcc02.safelinks.protection.outlook.com","MOA_gcc02.safelinks.protection.outlook.com","agreements/agreements_20260902_013717/ALABAMA/Lauderdale_County_Sheriff's_Office/MOA_gcc02.safelinks.protection.outlook.com","451ec6baa308bfee57c90672bed69e90d45ab3825ba8458f04452464b16a6eb9"
"ALABAMA","Lauderdale County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/LauderdaleCoSheriffsOfficeAL_TFM_MOA_10172025.pdf","MOA","ALABAMA","ALABAMA","Lauderdale County Sheriff's Office","Lauderdale_County_Sheriff's_Office","LauderdaleCoSheriffsOfficeAL_TFM_MOA_10172025.pdf","MOA_LauderdaleCoSheriffsOfficeAL_TFM_MOA_10172025.pdf","agreements/agreements_20260902_013717/ALABAMA/Lauderdale_County_Sheriff's_Office/MOA_LauderdaleCoSheriffsOfficeAL_TFM_MOA_10172025.pdf","c70de1363e8fc12fb644308898ce4313387e738f10f40d81866000d99e264959"
"ALABAMA","Lauderdale County Sheriff's Office","https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.ice.gov%2Fdoclib%2F287gMOA%2FLauderdaleCoSheriffsOfficeAL_WSO_MOA_06122025.pdf&amp;data=05%7C02%7CEROCommunications%40ice.dhs.gov%7C4939b87a6d994404354e08ddb99d4e51%7C1b87612a306c49d681e697c6e1a9197f%7C0%7C0%7C638870807449544900%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&amp;sdata=aN7XUmh8Z%2FSQ2RUwsM%2BcSfkU%2B0C3H3yDKSKBQCHMOcU%3D&amp;reserved=0","MOA","ALABAMA","ALABAMA","Lauderdale County Sheriff's Office","Lauderdale_County_Sheriff's_Office","gcc02.safelinks.protection.outlook.com","MOA_gcc02.safelinks.protection.outlook_2.com","agreements/agreements_20260902_013717/ALABAMA/Lauderdale_County_Sheriff's_Office/MOA_gcc02.safelinks.protection.outlook_2.com","e1ebc1a26fce2f6f843d5a8615ac8b3ac68e3bd85699bf9a4872f230dc2d3d98"
"ALABAMA","Lawrence County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/LawrenceCoSheriffsOfficeAL_TFM_MOA_06182025.pdf","MOA","ALABAMA","ALABAMA","Lawrence County Sheriff's Office","Lawrence_County_Sheriff's_Office","LawrenceCoSheriffsOfficeAL_TFM_MOA_06182025.pdf","MOA_LawrenceCoSheriffsOfficeAL_TFM_MOA_06182025.pdf","agreements/agreements_20260902_013717/ALABAMA/Lawrence_County_Sheriff's_Office/MOA_LawrenceCoSheriffsOfficeAL_TFM_MOA_06182025.pdf","390bbee14d0180094a01d111f7a60eb610eea8316910a786d6a6976b27331b93"
"ALABAMA","Lawrence County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/LawrenceCoSheriffsOfficeAL_WSO_MOA_06302025.pdf","MOA","ALABAMA","ALABAMA","Lawrence County Sheriff's Office","Lawrence_County_Sheriff's_Office","LawrenceCoSheriffsOfficeAL_WSO_MOA_06302025.pdf","MOA_LawrenceCoSheriffsOfficeAL_WSO_MOA_06302025.pdf","agreements/agreements_20260902_013717/ALABAMA/Lawrence_County_Sheriff's_Office/MOA_LawrenceCoSheriffsOfficeAL_WSO_MOA_06302025.pdf","a8575446962b6095d85fc99788eb9756f032b0ef2615d6faf82530636456386c"
