saved_path,file_hash,url,retrieved_at,state,agency,original_filename,note
agreements/agreements_wayback_287gMOA/287g_CulpeperCounty_2018-04-24.pdf,45a4706e2ff36d04ba59adf3553701c6b21840869cf19fa965700397b34966dc,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287g_CulpeperCounty_2018-04-24.pdf,2026-09-12,,,287g_CulpeperCounty_2018-04-24.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287g_KendallCountyTX.pdf,a9545a9e2ea2d3d08be42b01687e6d793723db6c2be717b32e0b58d9efc74c70,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287g_KendallCountyTX.pdf,2026-09-12,,,287g_KendallCountyTX.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287g-CanadianCounty.pdf,1fe11532a3b1634dcb7090a069f0e8c9030f3f1f7093d3f5e706e94b5b36638d,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287g-CanadianCounty.pdf,2026-09-12,,,287g-CanadianCounty.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287g-DAKOTACounty.pdf,ad6ec5f4fa04ac2ab4c65a69b602111bed61448f7c89e4b65f98457724001c6e,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287g-DAKOTACounty.pdf,2026-09-12,,,287g-DAKOTACounty.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287gBatonRougeLa2017-05-03.pdf,f21126eb9dd036b5a45e396c547891ed70b0115876155e7b89bde60844669c84,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287gBatonRougeLa2017-05-03.pdf,2026-09-12,,,287gBatonRougeLa2017-05-03.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287gBatonRougeLa2020-06-09.pdf,f3e8a04e9964569bc354cad4d91a36efce539b4af304719f475179d72f9b3795,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287gBatonRougeLa2020-06-09.pdf,2026-09-12,,,287gBatonRougeLa2020-06-09.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287gBristolMa2017-02-08.pdf,77defc802cdc6ceed5e9b86fc6df7fca695faf767d9f090eb7dd16ad99ba3a96,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287gBristolMa2017-02-08.pdf,2026-09-12,,,287gBristolMa2017-02-08.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287gJEM_ArizonaDepartmentofCorrectionsAZ2016-06-08.pdf,5ee2cc0cd0e82f75d0393b167861542629de72f1fb485252b90eed7ca37775dd,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287gJEM_ArizonaDepartmentofCorrectionsAZ2016-06-08.pdf,2026-09-12,,,287gJEM_ArizonaDepartmentofCorrectionsAZ2016-06-08.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287gJEM_BarnstableCoMA2020-06-09.pdf,6666f4bcae14098f5f233d88c7f11366a24c1fbea27babdb02b575fe0e97165b,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287gJEM_BarnstableCoMA2020-06-09.pdf,2026-09-12,,,287gJEM_BarnstableCoMA2020-06-09.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287gJEM_BristolCoMA_06-08-2020.pdf,34b42937a6db3dc7644f2d7653e7cec69ac3d023e0b5d3147c55c50568083b69,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287gJEM_BristolCoMA_06-08-2020.pdf,2026-09-12,,,287gJEM_BristolCoMA_06-08-2020.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287gJEM_BrunswickCoNC_06-08-2020.pdf,3d6cb406283db8cd4ef904f6dbadea27c43d07003929fe2c112d6636480f3ccc,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287gJEM_BrunswickCoNC_06-08-2020.pdf,2026-09-12,,,287gJEM_BrunswickCoNC_06-08-2020.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287gJEM_BurnetCoTx2018-02-02.pdf,c5633429490259d4c7d1e671a7c8462ed18853c4abc71f40ee656f4d9310680f,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287gJEM_BurnetCoTx2018-02-02.pdf,2026-09-12,,,287gJEM_BurnetCoTx2018-02-02.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287gJEM_ButlerCoOH_06-09-2020.pdf,aa02be511f6f1e6f8a0725232a8cf105cf6ff527b7c27c58a8016812a72bbba2,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287gJEM_ButlerCoOH_06-09-2020.pdf,2026-09-12,,,287gJEM_ButlerCoOH_06-09-2020.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287gJEM_CharlestonCoSC_06-09-2020.pdf,4f0527ae56da7aa7ac8733b159ff3fe568bd55cdf2e23142d679195c7382115b,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287gJEM_CharlestonCoSC_06-09-2020.pdf,2026-09-12,,,287gJEM_CharlestonCoSC_06-09-2020.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
agreements/agreements_wayback_287gMOA/287gJEM_CraigheadCoAr2019-02-28.pdf,6398f8ded9359015b0d4654bf42595b54f691561c64dbcfa2ac2e15b4c18d16f,https://web.archive.org/web/2019id_/https://www.ice.gov/doclib/287gMOA/287gJEM_CraigheadCoAr2019-02-28.pdf,2026-09-12,,,287gJEM_CraigheadCoAr2019-02-28.pdf,signed MOA recovered from the Wayback /doclib/287gMOA/ path (gap-fill pass; includes the 18 2017 MOAs the original CDX query missed); see inputs/pre2018/GAPS_STATUS.md
